,Name,new_lang,ISBN,Geocode,Adress,description
128,The Underground Girls of Kabul: In Search of a Hidden Resistance in Afghanistan,en,9780307952493,"52.0914583, 5.1316040",Nachtegaalstraat 61 Utrecht,"<p><b>An investigative journalist uncovers a hidden custom in Afghanistan that will transform your understanding of what it means to grow up as a girl.</b>In Afghanistan, a culture ruled almost entirely by men, the birth of a son is cause for celebration and the arrival of a daughter is often mourned as misfortune. A <i>bacha posh </i>(literally translated from Dari as dressed up like a boy) is a third kind of child--a girl temporarily raised as a boy and presented as such to the outside world. Jenny Nordberg, the reporter who broke the story of this phenomenon for the <i>New York Times</i>, constructs a powerful and moving account of those secretly living on the other side of a deeply segregated society where women have almost no rights and little freedom. <br/><i><br/>The Underground Girls of Kabul </i>is anchored by vivid characters who bring this remarkable story to life: Azita, a female parliamentarian who sees no other choice but to turn her fourth daughter Mehran into a boy; Zahra, the tomboy teenager who struggles with puberty and refuses her parents attempts to turn her back into a girl; Shukria, now a married mother of three after living for twenty years as a man; and Nader, who prays with Shahed, the undercover female police officer, as they both remain in male disguise as adults. At the heart of this emotional narrative is a new perspective on the extreme sacrifices of Afghan women and girls against the violent backdrop of Americas longest war. Divided into four parts, the book follows those born as the unwanted sex in Afghanistan, but who live as the socially favored gender through childhood and puberty, only to later be forced into marriage and childbirth. <i>The Underground Girls of Kabul</i> charts their dramatic life cycles, while examining our own history and the parallels to subversive actions of people who live under oppression everywhere."
129,Verboden vruchten,nl,9789048850143,"52.0914583, 5.1316041",Nachtegaalstraat 61 Utrecht,No description is available
130,Knielen op een bed violen,nl,9789023416654,"52.0914583, 5.1316042",Nachtegaalstraat 61 Utrecht,Het geleidelijke maar onstuitbare afglijden van een zachtaardig maar in zijn jeugd verwond man - vluchtend in het zwartste calvinisme - en het verdriet dat hij in zijn naaste omgeving veroorzaakt.
131,De brief voor de koning,nl,9789025871703,"52.0914583, 5.1316043",Nachtegaalstraat 61 Utrecht,No description is available
132,Hoera een conflict!: waarom teams conflicten hebben (Dutch Edition),nl,9789052619880,"52.0914583, 5.1316044",Nachtegaalstraat 61 Utrecht,No description is available
133,De kunst van het dalen (Dutch Edition),nl,9789400401600,"52.0914583, 5.1316045",Nachtegaalstraat 61 Utrecht,No description is available
134,Penguin English Library Great Expectations (The Penguin English Library),en,9780141198897,"52.0914583, 5.1316048",Nachtegaalstraat 61 Utrecht,"The Penguin English Library Edition of Great Expectations by Charles Dickens ""What do you think that is?' she asked me, again pointing with her stick; 'that, where those cobwebs are?"" ""I can't guess what it is, ma'am."" ""It's a great cake. A bride-cake. Mine!"" Great Expectations, Dickens's funny, frightening and tender portrayal of the orphan Pip's journey of self-discovery, is one of his best-loved works. Showing how a young man's life is transformed by a mysterious series of events - an encounter with an escaped prisoner; a visit to a black-hearted old woman and a beautiful girl; a fortune from a secret donor - Dickens's late novel is a masterpiece of psychological and moral truth, and Pip among his greatest creations. The Penguin English Library - 100 editions of the best fiction in English, from the eighteenth century and the very first novels to the beginning of the First World War."
135,De heilige Antonio,nl,9789038894751,"52.0914583, 5.1316049",Nachtegaalstraat 61 Utrecht,No description is available
136,Flashback: A Novel,en,9780553273298,"52.0914583, 5.1316050",Nachtegaalstraat 61 Utrecht,Toby is eight years old. He had a routine operation. It was fine. Now he's gone home to terror. Months have passed. But Toby still bursts into tortured screams. Because something is very wrong. Toby can remember evey moment of the operation. All the trauma. All the pain. He relives evrey horrifying detail of surgery while he's awake. Now someone must expose the unspeakable truth about this hospital. Or else an innocent child will die. And he won't be the last. The next victim is being wheeled into surgery right now.
137,The Da Vinci Code: (Robert Langdon Book 2),en,9780552159715,"52.0999586, 5.118415499999999",nieuwe keizersgracht 34bis utrecht,"Harvard professor Robert Langdon receives an urgent late-night phone call while on business in Paris: the elderly curator of the Louvre has been brutally murdered inside the museum. Alongside the body, police have found a series of baffling codes. As Langdon and a gifted French cryptologist, Sophie Neveu, begin to sort through the bizarre riddles, they are stunned to find a trail that leads to the works of Leonardo Da Vinci - and suggests the answer to a mystery that stretches deep into the vault of history.Unless Langdon and Neveu can decipher the labyrinthine code and quickly assemble the pieces of the puzzle, a stunning historical truth will be lost forever..."
138,Het dagboek van Bridget Jones,nan,9789046140970,"52.0999586, 5.118415499999999",nieuwe keizersgracht 34bis utrecht,No description is available
139,Vallen en opstaan,nl,9789058311467,"52.0999586, 5.118415499999999",nieuwe keizersgracht 34bis utrecht,No description is available
140,Dansen en springen (Zilver pockets),nl,9789041761255,"52.0999586, 5.118415499999999",nieuwe keizersgracht 34bis utrecht,No description is available
141,Os Cinco e os Aviadores Volume 16 (Portuguese Edition),nan,9789897412066,"52.0999586, 5.118415499999999",nieuwe keizersgracht 34bis utrecht,No description is available
142,Os Cinco e o Comboio Fantasma Volume 7 (Portuguese Edition),nan,9789895559862,"52.0999586, 5.118415499999999",nieuwe keizersgracht 34bis utrecht,"SINOPSE Os Cinco heróis desta história são o JÚLIO, o DAVID, a ANA, a ZÉ e o TIM, que é um cão. Juntos envolvem-se em aventuras e confusões. SERÁ QUE IRÃO CONSEGUIR RESOLVER ESTE MISTÉRIO? Os Cinco vão acampar numa charneca solitária e selvagem. E um senhor idoso fala-lhes nos misteriosos comboios-fantasma que aparecem a meio da noite, sem luz nem condutor, e depois se desvanecem no ar. E os Cinco estão empenhados em descobrir o que se passa..."
143,Intimi-In hoge kringen,nl,9789022552391,"52.0999586, 5.118415499999999",nieuwe keizersgracht 34bis utrecht,No description is available
144,Storm Over Skye,en,9780152806798,"52.0999586, 5.118415499999999",nieuwe keizersgracht 34bis utrecht,"This book was first published in England in 1956 under the title ""The Man of the House"". This, the First American Edition published in 1957 is illustrated by Shirley Hughes and includes a Glossary of Gaelic Words, List of Characters and a full page Map."
145,De bekentenis,nl,9789400512153,"52.0999586, 5.118415499999999",nieuwe keizersgracht 34bis utrecht,No description is available
146,Over zij en ik (Dutch Edition),nl,9789044533514,"52.0999586, 5.118415499999999",nieuwe keizersgracht 34bis utrecht,No description is available
147,Island Reich: The atmospheric WWII thriller perfect for fans of Simon Scarrow and Robert Harris,en,9780241348314,"52.0999586, 5.118415499999999",nieuwe keizersgracht 34bis utrecht,No description is available
148,Alles moet weg: roman,nl,9789044634495,"52.0999586, 5.118415499999999",nieuwe keizersgracht 34bis utrecht,No description is available
149,De patrick Melrose-romans (Dutch Edition),nl,9789044639285,"52.0999586, 5.118415499999999",nieuwe keizersgracht 34bis utrecht,No description is available
150,Beer is terug (Dutch Edition),nl,9789025412678,"52.0999586, 5.118415499999999",nieuwe keizersgracht 34bis utrecht,No description is available
151,Bruidsvlucht: roman: drie vrouwen gaan op weg naar een beter leven aan de andere kant van de wereld (Dutch Edition),nl,9789038897738,"52.0999586, 5.118415499999999",nieuwe keizersgracht 34bis utrecht,No description is available
152,In Alle Staten,nl,9789046802908,"52.1013767, 5.1175313","Grave van Solmsstraat 35, utrecht",No description is available
153,Steve Jobs: de biografie,nl,9789000348640,"52.1013767, 5.1175314","Grave van Solmsstraat 35, utrecht",No description is available
154,De indringer,nl,9789044322286,"52.1013767, 5.1175315","Grave van Solmsstraat 35, utrecht",/ 9789044322286 / Literature translated into Dutch / Nederlands / Dutch / Néerlandais / Niederländisch / Gelijmd / 14 x 21 cm / 287 .
155,Moet kunnen: op zoek naar een Nederlandse identiteit: op zoek naar de Nederlandse identiteit,nl,9789035144606,"52.1013767, 5.1175316","Grave van Solmsstraat 35, utrecht",No description is available
156,Taking on the World,en,9780141006970,"52.1013767, 5.1175317","Grave van Solmsstraat 35, utrecht","When Ellen finished the Vendee Globe, yachting's toughest race aged just 24 the nation took her to it's heart. The depth of the affection for Ellen is extraordinary - she makes people feel like they can do anything! This is her story, written in true Ellen style, in her own words, without the help of a ghost writer. Passionate, dramatic and deeply affecting, her story will move and inspire all who read it."
157,Een kringetje van tralala (De kinderen van de Grote Beer),nl,9789026988004,"52.1013767, 5.1175319","Grave van Solmsstraat 35, utrecht",No description is available
158,Morgen mag ik in het diepe,nl,9789049921859,"52.1013767, 5.1175320","Grave van Solmsstraat 35, utrecht",No description is available
159,De man die nee zei,nl,9789035140417,"52.1013767, 5.1175321","Grave van Solmsstraat 35, utrecht",No description is available
160,Malice Box,en,9780718148676,"52.1013767, 5.1175322","Grave van Solmsstraat 35, utrecht",This thriller is set in New York. It is about a man who goes on a quest to discover the secrets behind a box that responds to psychic energy and is linked to the North American blackout of August 2003.
161,De brandhaard (Kay Scarpetta),nl,9789021803968,"52.10209090000001, 5.119322199999942","bucheliusstraat 1, utrecht",No description is available
162,Naar de Honden,nl,9789025429973,"52.10209090000001, 5.119322199999942","bucheliusstraat 1, utrecht",No description is available
163,Het Boek van Wraak (Verboden & Verbannen #3),nl,9789024522408,"52.10209090000001, 5.119322199999942","bucheliusstraat 1, utrecht",No description is available
164,"Verrader van het verleden (Inspecteur Lynley-mysterie, 11)",nl,9789400507425,"52.10209090000001, 5.119322199999942","bucheliusstraat 1, utrecht",No description is available
165,Kronieken vd Zwarte Maan SC 11 Ave Tenebrae,nl,9789034301819,"52.10209090000001, 5.119322199999942","bucheliusstraat 1, utrecht",No description is available
166,In alles een man,de,9789053337516,"52.10209090000001, 5.119322199999942","bucheliusstraat 1, utrecht","Vertaling door Baardman, Jonkheer en Lameris / / Literature translated into Dutch / Nederlands / Dutch / Néerlandais / Niederländisch / paperback / 19 x 23 cm / 696 ."
167,Het Lelie theater,nl,9789022555606,"52.10209090000001, 5.119322199999942","bucheliusstraat 1, utrecht",No description is available
168,Liefde in tijden van cholera: roman (Dutch Edition),nl,9789029090483,"52.10209090000001, 5.119322199999942","bucheliusstraat 1, utrecht",No description is available
169,The Romance Reader,en,9780704380394,"52.10209090000001, 5.119322199999942","bucheliusstraat 1, utrecht","In one of the most exciting debuts in years, Pearl Abraham--who grew up in a Hasidic community herself--presents the story of Rachel, a girl caught between the strictly controlled world of ultra Orthodox Judaism and the sedictive yearnings of her own heart. Both a coming-of-age story and a brave, beautifully rendered expose of a hidden, insular world . . . heartrending.--Elle."
